program,source,date,month,day_of_month,days_in_month,day_weight,pacing_pct_mtd,target_spend_day,target_spend_mtd,actual_spend_day,actual_spend_mtd,spend_var_pct_mtd,target_leads_day,target_leads_mtd,actual_leads_day,actual_leads_mtd,lead_var_pct_mtd,target_appointments_day,target_appointments_mtd,actual_appointments_day,actual_appointments_mtd,appointment_var_pct_mtd,target_demos_day,target_demos_mtd,actual_demos_day,actual_demos_mtd,demo_var_pct_mtd,target_enrollments_day,target_enrollments_mtd,actual_enrollments_day,actual_enrollments_mtd,enrollment_var_pct_mtd,target_cpl_month,target_cpl_mtd_implied,actual_cpl_mtd,cpl_var_pct_mtd,notes
Sprint Cert (Hospitality),Google,2026-06-27,Jun 26,27,30,0.033333,0.9,21714.0,586278.0,,,,82.72,2233.44,,,,5.17,139.59,,,,2.068,55.836,,,,0.6203,16.749,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-06-28,Jun 26,28,30,0.033333,0.933333,21714.0,607992.0,,,,82.72,2316.16,,,,5.17,144.76,,,,2.068,57.904,,,,0.6203,17.3693,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-06-29,Jun 26,29,30,0.033333,0.966667,21714.0,629706.0,,,,82.72,2398.88,,,,5.17,149.93,,,,2.068,59.972,,,,0.6203,17.9897,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Google,2026-06-30,Jun 26,30,30,0.033333,1.0,21714.0,651420.0,,,,82.72,2481.6,,,,5.17,155.1,,,,2.068,62.04,,,,0.6203,18.61,,,,262.5,262.5,,,
Sprint Cert (Hospitality),Meta,2026-06-01,Jun 26,1,30,0.033333,0.033333,32571.0,32571.0,,,,186.12,186.12,,,,7.755,7.755,,,,3.102,3.102,,,,0.9307,0.9307,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-02,Jun 26,2,30,0.033333,0.066667,32571.0,65142.0,,,,186.12,372.24,,,,7.755,15.51,,,,3.102,6.204,,,,0.9307,1.8613,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-03,Jun 26,3,30,0.033333,0.1,32571.0,97713.0,,,,186.12,558.36,,,,7.755,23.265,,,,3.102,9.306,,,,0.9307,2.792,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-04,Jun 26,4,30,0.033333,0.133333,32571.0,130284.0,,,,186.12,744.48,,,,7.755,31.02,,,,3.102,12.408,,,,0.9307,3.7227,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-05,Jun 26,5,30,0.033333,0.166667,32571.0,162855.0,,,,186.12,930.6,,,,7.755,38.775,,,,3.102,15.51,,,,0.9307,4.6533,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-06,Jun 26,6,30,0.033333,0.2,32571.0,195426.0,,,,186.12,1116.72,,,,7.755,46.53,,,,3.102,18.612,,,,0.9307,5.584,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-07,Jun 26,7,30,0.033333,0.233333,32571.0,227997.0,,,,186.12,1302.84,,,,7.755,54.285,,,,3.102,21.714,,,,0.9307,6.5147,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-08,Jun 26,8,30,0.033333,0.266667,32571.0,260568.0,,,,186.12,1488.96,,,,7.755,62.04,,,,3.102,24.816,,,,0.9307,7.4453,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-09,Jun 26,9,30,0.033333,0.3,32571.0,293139.0,,,,186.12,1675.08,,,,7.755,69.795,,,,3.102,27.918,,,,0.9307,8.376,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-10,Jun 26,10,30,0.033333,0.333333,32571.0,325710.0,,,,186.12,1861.2,,,,7.755,77.55,,,,3.102,31.02,,,,0.9307,9.3067,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-11,Jun 26,11,30,0.033333,0.366667,32571.0,358281.0,,,,186.12,2047.32,,,,7.755,85.305,,,,3.102,34.122,,,,0.9307,10.2373,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-12,Jun 26,12,30,0.033333,0.4,32571.0,390852.0,,,,186.12,2233.44,,,,7.755,93.06,,,,3.102,37.224,,,,0.9307,11.168,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-13,Jun 26,13,30,0.033333,0.433333,32571.0,423423.0,,,,186.12,2419.56,,,,7.755,100.815,,,,3.102,40.326,,,,0.9307,12.0987,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-14,Jun 26,14,30,0.033333,0.466667,32571.0,455994.0,,,,186.12,2605.68,,,,7.755,108.57,,,,3.102,43.428,,,,0.9307,13.0293,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-15,Jun 26,15,30,0.033333,0.5,32571.0,488565.0,,,,186.12,2791.8,,,,7.755,116.325,,,,3.102,46.53,,,,0.9307,13.96,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-16,Jun 26,16,30,0.033333,0.533333,32571.0,521136.0,,,,186.12,2977.92,,,,7.755,124.08,,,,3.102,49.632,,,,0.9307,14.8907,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-17,Jun 26,17,30,0.033333,0.566667,32571.0,553707.0,,,,186.12,3164.04,,,,7.755,131.835,,,,3.102,52.734,,,,0.9307,15.8213,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-18,Jun 26,18,30,0.033333,0.6,32571.0,586278.0,,,,186.12,3350.16,,,,7.755,139.59,,,,3.102,55.836,,,,0.9307,16.752,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-19,Jun 26,19,30,0.033333,0.633333,32571.0,618849.0,,,,186.12,3536.28,,,,7.755,147.345,,,,3.102,58.938,,,,0.9307,17.6827,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-20,Jun 26,20,30,0.033333,0.666667,32571.0,651420.0,,,,186.12,3722.4,,,,7.755,155.1,,,,3.102,62.04,,,,0.9307,18.6133,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-21,Jun 26,21,30,0.033333,0.7,32571.0,683991.0,,,,186.12,3908.52,,,,7.755,162.855,,,,3.102,65.142,,,,0.9307,19.544,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-22,Jun 26,22,30,0.033333,0.733333,32571.0,716562.0,,,,186.12,4094.64,,,,7.755,170.61,,,,3.102,68.244,,,,0.9307,20.4747,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-23,Jun 26,23,30,0.033333,0.766667,32571.0,749133.0,,,,186.12,4280.76,,,,7.755,178.365,,,,3.102,71.346,,,,0.9307,21.4053,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-24,Jun 26,24,30,0.033333,0.8,32571.0,781704.0,,,,186.12,4466.88,,,,7.755,186.12,,,,3.102,74.448,,,,0.9307,22.336,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-25,Jun 26,25,30,0.033333,0.833333,32571.0,814275.0,,,,186.12,4653.0,,,,7.755,193.875,,,,3.102,77.55,,,,0.9307,23.2667,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-26,Jun 26,26,30,0.033333,0.866667,32571.0,846846.0,,,,186.12,4839.12,,,,7.755,201.63,,,,3.102,80.652,,,,0.9307,24.1973,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-27,Jun 26,27,30,0.033333,0.9,32571.0,879417.0,,,,186.12,5025.24,,,,7.755,209.385,,,,3.102,83.754,,,,0.9307,25.128,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-28,Jun 26,28,30,0.033333,0.933333,32571.0,911988.0,,,,186.12,5211.36,,,,7.755,217.14,,,,3.102,86.856,,,,0.9307,26.0587,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-29,Jun 26,29,30,0.033333,0.966667,32571.0,944559.0,,,,186.12,5397.48,,,,7.755,224.895,,,,3.102,89.958,,,,0.9307,26.9893,,,,175.0,175.0,,,
Sprint Cert (Hospitality),Meta,2026-06-30,Jun 26,30,30,0.033333,1.0,32571.0,977130.0,,,,186.12,5583.6,,,,7.755,232.65,,,,3.102,93.06,,,,0.9307,27.92,,,,175.0,175.0,,,
Sprint Cert (Health/AHP),Google,2026-06-01,Jun 26,1,30,0.033333,0.033333,16353.33,16353.33,,,,87.2177,87.2177,,,,5.451,5.451,,,,2.1803,2.1803,,,,0.654,0.654,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-02,Jun 26,2,30,0.033333,0.066667,16353.33,32706.67,,,,87.2177,174.4353,,,,5.451,10.902,,,,2.1803,4.3607,,,,0.654,1.308,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-03,Jun 26,3,30,0.033333,0.1,16353.33,49060.0,,,,87.2177,261.653,,,,5.451,16.353,,,,2.1803,6.541,,,,0.654,1.962,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-04,Jun 26,4,30,0.033333,0.133333,16353.33,65413.33,,,,87.2177,348.8707,,,,5.451,21.804,,,,2.1803,8.7213,,,,0.654,2.616,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-05,Jun 26,5,30,0.033333,0.166667,16353.33,81766.67,,,,87.2177,436.0883,,,,5.451,27.255,,,,2.1803,10.9017,,,,0.654,3.27,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-06,Jun 26,6,30,0.033333,0.2,16353.33,98120.0,,,,87.2177,523.306,,,,5.451,32.706,,,,2.1803,13.082,,,,0.654,3.924,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-07,Jun 26,7,30,0.033333,0.233333,16353.33,114473.33,,,,87.2177,610.5237,,,,5.451,38.157,,,,2.1803,15.2623,,,,0.654,4.578,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-08,Jun 26,8,30,0.033333,0.266667,16353.33,130826.67,,,,87.2177,697.7413,,,,5.451,43.608,,,,2.1803,17.4427,,,,0.654,5.232,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-09,Jun 26,9,30,0.033333,0.3,16353.33,147180.0,,,,87.2177,784.959,,,,5.451,49.059,,,,2.1803,19.623,,,,0.654,5.886,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-10,Jun 26,10,30,0.033333,0.333333,16353.33,163533.33,,,,87.2177,872.1767,,,,5.451,54.51,,,,2.1803,21.8033,,,,0.654,6.54,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-11,Jun 26,11,30,0.033333,0.366667,16353.33,179886.67,,,,87.2177,959.3943,,,,5.451,59.961,,,,2.1803,23.9837,,,,0.654,7.194,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-12,Jun 26,12,30,0.033333,0.4,16353.33,196240.0,,,,87.2177,1046.612,,,,5.451,65.412,,,,2.1803,26.164,,,,0.654,7.848,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-13,Jun 26,13,30,0.033333,0.433333,16353.33,212593.33,,,,87.2177,1133.8297,,,,5.451,70.863,,,,2.1803,28.3443,,,,0.654,8.502,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-14,Jun 26,14,30,0.033333,0.466667,16353.33,228946.67,,,,87.2177,1221.0473,,,,5.451,76.314,,,,2.1803,30.5247,,,,0.654,9.156,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-15,Jun 26,15,30,0.033333,0.5,16353.33,245300.0,,,,87.2177,1308.265,,,,5.451,81.765,,,,2.1803,32.705,,,,0.654,9.81,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-16,Jun 26,16,30,0.033333,0.533333,16353.33,261653.33,,,,87.2177,1395.4827,,,,5.451,87.216,,,,2.1803,34.8853,,,,0.654,10.464,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-17,Jun 26,17,30,0.033333,0.566667,16353.33,278006.67,,,,87.2177,1482.7003,,,,5.451,92.667,,,,2.1803,37.0657,,,,0.654,11.118,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-18,Jun 26,18,30,0.033333,0.6,16353.33,294360.0,,,,87.2177,1569.918,,,,5.451,98.118,,,,2.1803,39.246,,,,0.654,11.772,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-19,Jun 26,19,30,0.033333,0.633333,16353.33,310713.33,,,,87.2177,1657.1357,,,,5.451,103.569,,,,2.1803,41.4263,,,,0.654,12.426,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-20,Jun 26,20,30,0.033333,0.666667,16353.33,327066.67,,,,87.2177,1744.3533,,,,5.451,109.02,,,,2.1803,43.6067,,,,0.654,13.08,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-21,Jun 26,21,30,0.033333,0.7,16353.33,343420.0,,,,87.2177,1831.571,,,,5.451,114.471,,,,2.1803,45.787,,,,0.654,13.734,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-22,Jun 26,22,30,0.033333,0.733333,16353.33,359773.33,,,,87.2177,1918.7887,,,,5.451,119.922,,,,2.1803,47.9673,,,,0.654,14.388,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-23,Jun 26,23,30,0.033333,0.766667,16353.33,376126.67,,,,87.2177,2006.0063,,,,5.451,125.373,,,,2.1803,50.1477,,,,0.654,15.042,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-24,Jun 26,24,30,0.033333,0.8,16353.33,392480.0,,,,87.2177,2093.224,,,,5.451,130.824,,,,2.1803,52.328,,,,0.654,15.696,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-25,Jun 26,25,30,0.033333,0.833333,16353.33,408833.33,,,,87.2177,2180.4417,,,,5.451,136.275,,,,2.1803,54.5083,,,,0.654,16.35,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-26,Jun 26,26,30,0.033333,0.866667,16353.33,425186.67,,,,87.2177,2267.6593,,,,5.451,141.726,,,,2.1803,56.6887,,,,0.654,17.004,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-27,Jun 26,27,30,0.033333,0.9,16353.33,441540.0,,,,87.2177,2354.877,,,,5.451,147.177,,,,2.1803,58.869,,,,0.654,17.658,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-28,Jun 26,28,30,0.033333,0.933333,16353.33,457893.33,,,,87.2177,2442.0947,,,,5.451,152.628,,,,2.1803,61.0493,,,,0.654,18.312,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-29,Jun 26,29,30,0.033333,0.966667,16353.33,474246.67,,,,87.2177,2529.3123,,,,5.451,158.079,,,,2.1803,63.2297,,,,0.654,18.966,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Google,2026-06-30,Jun 26,30,30,0.033333,1.0,16353.33,490600.0,,,,87.2177,2616.53,,,,5.451,163.53,,,,2.1803,65.41,,,,0.654,19.62,,,,187.5,187.5,,,
Sprint Cert (Health/AHP),Meta,2026-06-01,Jun 26,1,30,0.033333,0.033333,24530.0,24530.0,,,,196.24,196.24,,,,8.1767,8.1767,,,,3.2707,3.2707,,,,0.9813,0.9813,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-02,Jun 26,2,30,0.033333,0.066667,24530.0,49060.0,,,,196.24,392.48,,,,8.1767,16.3533,,,,3.2707,6.5413,,,,0.9813,1.9627,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-03,Jun 26,3,30,0.033333,0.1,24530.0,73590.0,,,,196.24,588.72,,,,8.1767,24.53,,,,3.2707,9.812,,,,0.9813,2.944,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-04,Jun 26,4,30,0.033333,0.133333,24530.0,98120.0,,,,196.24,784.96,,,,8.1767,32.7067,,,,3.2707,13.0827,,,,0.9813,3.9253,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-05,Jun 26,5,30,0.033333,0.166667,24530.0,122650.0,,,,196.24,981.2,,,,8.1767,40.8833,,,,3.2707,16.3533,,,,0.9813,4.9067,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-06,Jun 26,6,30,0.033333,0.2,24530.0,147180.0,,,,196.24,1177.44,,,,8.1767,49.06,,,,3.2707,19.624,,,,0.9813,5.888,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-07,Jun 26,7,30,0.033333,0.233333,24530.0,171710.0,,,,196.24,1373.68,,,,8.1767,57.2367,,,,3.2707,22.8947,,,,0.9813,6.8693,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-08,Jun 26,8,30,0.033333,0.266667,24530.0,196240.0,,,,196.24,1569.92,,,,8.1767,65.4133,,,,3.2707,26.1653,,,,0.9813,7.8507,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-09,Jun 26,9,30,0.033333,0.3,24530.0,220770.0,,,,196.24,1766.16,,,,8.1767,73.59,,,,3.2707,29.436,,,,0.9813,8.832,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-10,Jun 26,10,30,0.033333,0.333333,24530.0,245300.0,,,,196.24,1962.4,,,,8.1767,81.7667,,,,3.2707,32.7067,,,,0.9813,9.8133,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-11,Jun 26,11,30,0.033333,0.366667,24530.0,269830.0,,,,196.24,2158.64,,,,8.1767,89.9433,,,,3.2707,35.9773,,,,0.9813,10.7947,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-12,Jun 26,12,30,0.033333,0.4,24530.0,294360.0,,,,196.24,2354.88,,,,8.1767,98.12,,,,3.2707,39.248,,,,0.9813,11.776,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-13,Jun 26,13,30,0.033333,0.433333,24530.0,318890.0,,,,196.24,2551.12,,,,8.1767,106.2967,,,,3.2707,42.5187,,,,0.9813,12.7573,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-14,Jun 26,14,30,0.033333,0.466667,24530.0,343420.0,,,,196.24,2747.36,,,,8.1767,114.4733,,,,3.2707,45.7893,,,,0.9813,13.7387,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-15,Jun 26,15,30,0.033333,0.5,24530.0,367950.0,,,,196.24,2943.6,,,,8.1767,122.65,,,,3.2707,49.06,,,,0.9813,14.72,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-16,Jun 26,16,30,0.033333,0.533333,24530.0,392480.0,,,,196.24,3139.84,,,,8.1767,130.8267,,,,3.2707,52.3307,,,,0.9813,15.7013,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-17,Jun 26,17,30,0.033333,0.566667,24530.0,417010.0,,,,196.24,3336.08,,,,8.1767,139.0033,,,,3.2707,55.6013,,,,0.9813,16.6827,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-18,Jun 26,18,30,0.033333,0.6,24530.0,441540.0,,,,196.24,3532.32,,,,8.1767,147.18,,,,3.2707,58.872,,,,0.9813,17.664,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-19,Jun 26,19,30,0.033333,0.633333,24530.0,466070.0,,,,196.24,3728.56,,,,8.1767,155.3567,,,,3.2707,62.1427,,,,0.9813,18.6453,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-20,Jun 26,20,30,0.033333,0.666667,24530.0,490600.0,,,,196.24,3924.8,,,,8.1767,163.5333,,,,3.2707,65.4133,,,,0.9813,19.6267,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-21,Jun 26,21,30,0.033333,0.7,24530.0,515130.0,,,,196.24,4121.04,,,,8.1767,171.71,,,,3.2707,68.684,,,,0.9813,20.608,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-22,Jun 26,22,30,0.033333,0.733333,24530.0,539660.0,,,,196.24,4317.28,,,,8.1767,179.8867,,,,3.2707,71.9547,,,,0.9813,21.5893,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-23,Jun 26,23,30,0.033333,0.766667,24530.0,564190.0,,,,196.24,4513.52,,,,8.1767,188.0633,,,,3.2707,75.2253,,,,0.9813,22.5707,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-24,Jun 26,24,30,0.033333,0.8,24530.0,588720.0,,,,196.24,4709.76,,,,8.1767,196.24,,,,3.2707,78.496,,,,0.9813,23.552,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-25,Jun 26,25,30,0.033333,0.833333,24530.0,613250.0,,,,196.24,4906.0,,,,8.1767,204.4167,,,,3.2707,81.7667,,,,0.9813,24.5333,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-26,Jun 26,26,30,0.033333,0.866667,24530.0,637780.0,,,,196.24,5102.24,,,,8.1767,212.5933,,,,3.2707,85.0373,,,,0.9813,25.5147,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-27,Jun 26,27,30,0.033333,0.9,24530.0,662310.0,,,,196.24,5298.48,,,,8.1767,220.77,,,,3.2707,88.308,,,,0.9813,26.496,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-28,Jun 26,28,30,0.033333,0.933333,24530.0,686840.0,,,,196.24,5494.72,,,,8.1767,228.9467,,,,3.2707,91.5787,,,,0.9813,27.4773,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-29,Jun 26,29,30,0.033333,0.966667,24530.0,711370.0,,,,196.24,5690.96,,,,8.1767,237.1233,,,,3.2707,94.8493,,,,0.9813,28.4587,,,,125.0,125.0,,,
Sprint Cert (Health/AHP),Meta,2026-06-30,Jun 26,30,30,0.033333,1.0,24530.0,735900.0,,,,196.24,5887.2,,,,8.1767,245.3,,,,3.2707,98.12,,,,0.9813,29.44,,,,125.0,125.0,,,
Sprint Int Work Abroad,Google,2026-06-01,Jun 26,1,30,0.033333,0.033333,43348.55,43348.55,,,,77.064,77.064,,,,4.8167,4.8167,,,,1.9267,1.9267,,,,0.578,0.578,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-02,Jun 26,2,30,0.033333,0.066667,43348.55,86697.11,,,,77.064,154.128,,,,4.8167,9.6333,,,,1.9267,3.8533,,,,0.578,1.156,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-03,Jun 26,3,30,0.033333,0.1,43348.55,130045.66,,,,77.064,231.192,,,,4.8167,14.45,,,,1.9267,5.78,,,,0.578,1.734,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-04,Jun 26,4,30,0.033333,0.133333,43348.55,173394.22,,,,77.064,308.256,,,,4.8167,19.2667,,,,1.9267,7.7067,,,,0.578,2.312,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-05,Jun 26,5,30,0.033333,0.166667,43348.55,216742.77,,,,77.064,385.32,,,,4.8167,24.0833,,,,1.9267,9.6333,,,,0.578,2.89,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-06,Jun 26,6,30,0.033333,0.2,43348.55,260091.33,,,,77.064,462.384,,,,4.8167,28.9,,,,1.9267,11.56,,,,0.578,3.468,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-07,Jun 26,7,30,0.033333,0.233333,43348.55,303439.89,,,,77.064,539.448,,,,4.8167,33.7167,,,,1.9267,13.4867,,,,0.578,4.046,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-08,Jun 26,8,30,0.033333,0.266667,43348.55,346788.44,,,,77.064,616.512,,,,4.8167,38.5333,,,,1.9267,15.4133,,,,0.578,4.624,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-09,Jun 26,9,30,0.033333,0.3,43348.55,390136.99,,,,77.064,693.576,,,,4.8167,43.35,,,,1.9267,17.34,,,,0.578,5.202,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-10,Jun 26,10,30,0.033333,0.333333,43348.55,433485.55,,,,77.064,770.64,,,,4.8167,48.1667,,,,1.9267,19.2667,,,,0.578,5.78,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-11,Jun 26,11,30,0.033333,0.366667,43348.55,476834.1,,,,77.064,847.704,,,,4.8167,52.9833,,,,1.9267,21.1933,,,,0.578,6.358,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-12,Jun 26,12,30,0.033333,0.4,43348.55,520182.66,,,,77.064,924.768,,,,4.8167,57.8,,,,1.9267,23.12,,,,0.578,6.936,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-13,Jun 26,13,30,0.033333,0.433333,43348.55,563531.21,,,,77.064,1001.832,,,,4.8167,62.6167,,,,1.9267,25.0467,,,,0.578,7.514,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-14,Jun 26,14,30,0.033333,0.466667,43348.55,606879.77,,,,77.064,1078.896,,,,4.8167,67.4333,,,,1.9267,26.9733,,,,0.578,8.092,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-15,Jun 26,15,30,0.033333,0.5,43348.55,650228.32,,,,77.064,1155.96,,,,4.8167,72.25,,,,1.9267,28.9,,,,0.578,8.67,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-16,Jun 26,16,30,0.033333,0.533333,43348.55,693576.88,,,,77.064,1233.024,,,,4.8167,77.0667,,,,1.9267,30.8267,,,,0.578,9.248,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-17,Jun 26,17,30,0.033333,0.566667,43348.55,736925.43,,,,77.064,1310.088,,,,4.8167,81.8833,,,,1.9267,32.7533,,,,0.578,9.826,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-18,Jun 26,18,30,0.033333,0.6,43348.55,780273.99,,,,77.064,1387.152,,,,4.8167,86.7,,,,1.9267,34.68,,,,0.578,10.404,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-19,Jun 26,19,30,0.033333,0.633333,43348.55,823622.54,,,,77.064,1464.216,,,,4.8167,91.5167,,,,1.9267,36.6067,,,,0.578,10.982,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-20,Jun 26,20,30,0.033333,0.666667,43348.55,866971.1,,,,77.064,1541.28,,,,4.8167,96.3333,,,,1.9267,38.5333,,,,0.578,11.56,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-21,Jun 26,21,30,0.033333,0.7,43348.55,910319.65,,,,77.064,1618.344,,,,4.8167,101.15,,,,1.9267,40.46,,,,0.578,12.138,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-22,Jun 26,22,30,0.033333,0.733333,43348.55,953668.21,,,,77.064,1695.408,,,,4.8167,105.9667,,,,1.9267,42.3867,,,,0.578,12.716,,,,562.5,562.5,,,
Sprint Int Work Abroad,Google,2026-06-23,Jun 26,23,30,0.033333,0.766667,43348.55,997016.77,,,,77.064,1772.472,,,,4.8167,110.7833,,,,1.9267,44.3133,,,,0.578,13.294,,,,562.5,562.5,,,
